Terminal log file
Date: 22.06.2022 - 16:08:56
-----------------------------------------------
-63,TRIDENT,32,15.78,4.09,32.96,33.03,0.28,0.18,1.03,1.08,-65.07,-2.49,18.50,-134.35,50.98,-316.97,348.02,0.38,-4.84,173.50,101.08
-68,TRIDENT,33,16.24,4.09,32.96,33.05,0.31,0.40,1.33,1.42,-108.73,-4.92,-74.66,-142.59,52.93,-318.62,353.06,-2.17,-4.14,174.36,101.08
-56,TRIDENT,34,16.70,4.09,32.96,33.05,0.02,0.43,1.00,1.09,61.13,85.50,-163.44,-152.04,70.17,-316.37,357.95,-6.61,-5.33,171.50,101.08
-59,TRIDENT,35,17.16,4.09,32.96,33.07,-0.42,0.60,0.96,1.20,10.67,-17.79,36.44,-158.79,81.72,-320.72,367.08,-4.10,-3.15,164.96,101.08
-53,TRIDENT,36,17.62,4.09,32.96,33.09,0.55,0.42,0.99,1.20,66.15,4.26,113.68,-144.39,47.83,-328.52,362.02,-4.06,-2.90,166.21,101.08
-51,TRIDENT,37,18.08,4.09,32.93,33.11,0.15,0.04,0.91,0.92,-10.14,5.62,-4.66,-133.90,50.53,-314.42,345.46,-1.97,-2.51,169.25,101.09
-51,TRIDENT,38,18.53,4.09,32.93,33.11,0.26,-0.06,0.65,0.70,-16.23,68.61,-18.96,-130.75,44.38,-322.67,350.97,-2.65,-4.28,169.48,101.08
-46,TRIDENT,39,18.99,4.09,32.93,33.13,0.48,-0.00,1.06,1.16,-13.54,38.87,-18.49,-130.00,44.23,-322.22,350.26,-3.05,-2.47,168.81,101.08
-47,TRIDENT,40,19.45,4.09,32.93,33.14,0.23,0.13,0.72,0.77,87.48,77.59,-30.60,-138.39,52.63,-315.32,348.35,-3.58,-0.18,168.39,101.08
-43,TRIDENT,41,19.91,4.09,32.93,33.15,0.35,0.69,0.26,0.82,151.76,9.65,104.72,-143.34,50.68,-323.27,357.24,0.50,1.47,168.73,101.08
-45,TRIDENT,42,20.37,4.09,32.91,33.16,0.97,0.23,-0.14,1.00,80.76,60.20,69.91,-120.10,40.63,-335.71,358.86,6.96,1.04,173.01,101.08
-45,TRIDENT,43,20.83,4.09,32.88,33.19,1.06,0.05,0.07,1.07,-12.20,-58.75,-33.08,-116.35,47.38,-320.57,344.31,9.80,0.53,175.61,101.08
-41,TRIDENT,44,21.28,4.09,32.91,33.20,1.00,-0.03,-0.13,1.01,-3.50,-2.24,-4.66,-116.20,43.33,-325.82,348.62,9.90,-2.70,174.52,101.08
-43,TRIDENT,45,21.74,4.09,32.91,33.20,1.00,-0.01,-0.08,1.00,-0.90,-26.67,0.29,-116.50,43.33,-326.42,349.28,9.85,-3.89,174.44,101.08
-62,TRIDENT,46,22.20,4.09,32.88,33.22,0.98,-0.01,0.09,0.98,4.93,-9.77,-4.47,-114.70,44.83,-321.62,344.39,10.03,-3.64,174.51,101.08
-59,TRIDENT,47,22.66,4.09,32.88,33.24,1.04,0.06,-0.06,1.05,-2.15,4.46,-3.04,-116.20,43.93,-324.62,347.58,10.19,-3.68,174.53,101.08
-49,TRIDENT,48,23.12,4.09,32.88,33.25,0.88,0.01,0.02,0.88,5.91,-64.08,-3.51,-116.80,44.83,-323.12,346.49,10.25,-4.03,174.48,101.09
-46,TRIDENT,49,23.57,4.09,32.88,33.26,1.08,0.02,0.02,1.08,3.85,-14.90,3.16,-115.60,46.63,-322.52,345.77,10.39,-7.45,173.79,101.09
-47,TRIDENT,50,24.03,4.09,32.88,33.27,1.01,-0.04,-0.13,1.02,9.33,-39.71,-0.27,-115.45,44.38,-325.67,348.37,10.43,-8.80,173.82,101.08
-49,TRIDENT,51,24.49,4.09,32.88,33.28,0.61,-0.25,0.30,0.73,41.05,53.15,18.99,-115.15,56.98,-311.57,337.02,10.64,-10.17,173.93,101.09
-45,TRIDENT,52,24.95,4.09,32.86,33.29,0.76,0.05,0.60,0.98,3.13,-29.48,0.87,-113.65,59.98,-313.67,338.98,12.61,-7.89,175.34,101.08
-53,TRIDENT,53,25.41,4.09,32.86,33.30,0.77,-0.05,0.68,1.03,-3.59,-23.88,-4.38,-113.95,62.97,-310.07,336.30,12.52,-8.90,175.24,101.08
-53,TRIDENT,54,25.86,4.09,32.86,33.32,0.74,-0.05,0.64,0.98,0.81,5.57,7.07,-112.90,65.22,-308.72,335.13,12.20,-8.84,175.30,101.08
-55,TRIDENT,55,26.32,4.09,32.86,33.33,0.84,-0.04,0.63,1.05,-2.78,-19.24,0.11,-111.70,64.62,-307.52,333.51,11.99,-8.30,175.47,101.08
-53,TRIDENT,56,26.78,4.09,32.86,33.35,0.77,-0.04,0.64,1.00,0.90,1.82,3.45,-112.75,64.17,-309.77,335.84,12.01,-8.87,175.41,101.09
-59,TRIDENT,57,27.24,4.09,32.86,33.35,0.76,-0.05,0.64,1.00,-4.31,3.56,4.40,-113.20,64.62,-308.12,334.56,11.97,-9.07,175.14,101.08
-57,TRIDENT,58,27.70,4.09,32.86,33.35,0.77,-0.05,0.64,1.00,-4.84,-11.40,0.02,-112.15,65.07,-307.67,333.88,12.00,-9.05,175.10,101.08
-57,TRIDENT,59,28.16,4.09,32.86,33.36,0.78,-0.04,0.63,1.01,-0.53,0.37,0.29,-111.40,64.02,-308.72,334.40,12.18,-8.60,175.39,101.08
-55,TRIDENT,60,28.61,4.09,32.86,33.38,0.78,-0.05,0.63,1.01,4.31,12.93,-0.27,-112.60,64.62,-308.42,334.64,12.11,-8.54,175.17,101.08
-57,TRIDENT,61,29.07,4.09,32.88,33.39,0.73,-0.05,0.65,0.98,0.99,-54.41,-10.67,-112.30,65.22,-308.12,334.38,12.11,-9.13,174.92,101.08
-57,TRIDENT,62,29.53,4.09,32.88,33.40,0.74,-0.05,0.64,0.99,0.99,-1.47,-7.82,-112.15,64.17,-308.87,334.81,12.22,-9.84,174.35,101.08
-58,TRIDENT,63,29.99,4.09,32.88,33.40,0.77,-0.05,0.65,1.01,-1.25,8.69,-6.18,-113.05,64.47,-308.57,334.90,12.21,-10.03,174.05,101.08
-56,TRIDENT,64,30.45,4.09,32.88,33.42,0.79,-0.05,0.63,1.02,2.24,-3.88,-10.85,-113.05,64.47,-308.87,335.17,12.25,-11.60,173.59,101.08
-58,TRIDENT,65,30.91,4.09,32.88,33.44,0.75,-0.05,0.64,0.99,-3.77,-13.83,-5.80,-112.75,65.37,-308.27,334.69,12.21,-12.01,173.34,101.08
-56,TRIDENT,66,31.36,4.09,32.88,33.45,0.77,-0.05,0.64,1.01,-1.53,-3.71,-8.67,-111.70,65.52,-308.72,334.79,12.25,-13.20,172.61,101.08
-62,TRIDENT,67,31.82,4.09,32.91,33.45,0.75,-0.05,0.64,0.99,1.53,21.73,-8.00,-113.65,63.87,-309.47,335.81,12.15,-12.70,172.65,101.08
-63,TRIDENT,68,32.28,4.09,32.91,33.47,0.80,-0.07,0.71,1.07,-1.44,15.53,-3.71,-112.45,64.47,-308.87,334.97,12.20,-12.67,172.60,101.08
-57,TRIDENT,69,32.74,4.09,32.93,33.48,0.75,-0.05,0.64,0.99,-2.78,-30.85,-1.04,-112.15,63.57,-308.27,334.15,12.18,-13.49,172.55,101.08
-56,TRIDENT,70,33.20,4.09,32.93,33.49,0.76,-0.05,0.65,1.00,-2.41,13.79,-3.71,-112.30,63.12,-308.72,334.53,12.11,-13.61,172.41,101.08
-54,TRIDENT,71,33.66,4.09,32.93,33.49,0.77,-0.05,0.63,1.00,1.97,14.37,-1.80,-113.20,66.42,-308.12,334.91,12.28,-15.25,171.85,101.08
-62,TRIDENT,72,34.11,4.09,32.96,33.51,0.79,-0.05,0.63,1.01,-2.87,-0.12,-1.89,-112.00,64.02,-308.42,334.32,12.56,-15.96,171.71,101.08
-59,TRIDENT,73,34.57,4.09,32.96,33.51,0.78,-0.05,0.64,1.01,3.15,-17.42,-2.95,-111.85,65.07,-307.97,334.06,12.77,-16.31,171.59,101.08
-54,TRIDENT,74,35.03,4.09,32.96,33.53,0.71,-0.05,0.67,0.98,-1.88,26.08,-2.18,-113.05,65.37,-307.67,334.24,12.88,-15.94,171.79,101.08
-57,TRIDENT,75,35.49,4.09,32.96,33.54,0.64,-0.06,0.64,0.91,5.19,2.47,-0.47,-112.45,64.77,-307.97,334.20,13.14,-16.51,171.64,101.08
-60,TRIDENT,76,35.95,4.09,32.98,33.54,0.83,-0.04,0.60,1.02,0.92,-8.53,0.87,-111.55,62.97,-309.17,334.66,13.10,-16.83,171.82,101.08
-64,TRIDENT,77,36.40,4.09,32.96,33.56,0.77,-0.04,0.64,1.00,8.26,-5.56,-1.91,-112.75,64.17,-308.57,334.74,13.02,-17.17,172.00,101.08
-60,TRIDENT,78,36.86,4.09,32.98,33.57,0.78,-0.04,0.61,1.00,0.64,9.40,5.33,-112.15,63.57,-308.87,334.70,13.17,-17.61,172.15,101.08
-64,TRIDENT,79,37.32,4.09,32.98,33.58,0.83,-0.04,0.60,1.03,-2.49,5.76,6.09,-112.60,64.62,-308.12,334.36,13.08,-17.63,172.01,101.08
-59,TRIDENT,80,37.78,4.09,32.98,33.57,0.78,-0.04,0.63,1.01,-5.36,17.16,2.58,-113.05,63.87,-309.17,335.34,13.10,-17.70,171.98,101.08
-55,TRIDENT,81,38.24,4.09,32.98,33.58,0.76,-0.05,0.63,0.99,-3.85,6.52,0.27,-111.40,65.22,-309.02,334.90,13.01,-16.58,172.17,101.08
-51,TRIDENT,82,38.70,4.09,32.98,33.61,0.81,-0.04,0.64,1.03,-1.60,10.29,-3.53,-112.15,65.07,-308.87,334.99,13.20,-16.43,172.04,101.08
-51,TRIDENT,83,39.15,4.09,33.00,33.61,0.77,-0.05,0.64,1.00,4.23,-14.64,0.27,-112.30,65.22,-308.42,334.65,13.37,-17.04,171.49,101.08
-55,TRIDENT,84,39.61,4.09,33.00,33.62,0.67,-0.04,0.68,0.96,1.63,10.96,-0.67,-112.45,65.37,-308.57,334.87,13.66,-17.56,171.10,101.08
-56,TRIDENT,85,40.07,4.09,33.03,33.63,0.78,-0.04,0.65,1.01,0.11,1.59,-10.21,-111.10,65.22,-309.92,335.64,13.78,-17.23,170.85,101.08
-58,TRIDENT,86,40.53,4.09,33.00,33.64,0.76,-0.04,0.65,1.01,-4.20,11.37,-3.71,-112.30,64.92,-308.72,334.87,13.59,-17.42,170.83,101.08
-72,TRIDENT,87,40.99,4.09,33.03,33.64,0.77,-0.05,0.65,1.01,-2.67,13.77,-7.07,-111.70,65.22,-308.72,334.73,13.72,-17.43,170.57,101.08
-57,TRIDENT,88,41.45,4.09,33.03,33.65,0.60,-0.05,0.75,0.96,-1.33,15.31,1.71,-111.70,67.92,-306.03,332.78,13.61,-17.16,170.73,101.08
-54,TRIDENT,89,41.90,4.09,33.03,33.65,0.73,-0.05,0.68,1.00,0.11,11.44,-1.91,-113.50,67.32,-307.22,334.37,13.90,-16.63,170.64,101.08
-56,TRIDENT,90,42.36,4.09,33.03,33.67,0.78,-0.05,0.65,1.02,-1.16,-14.03,-3.71,-111.85,65.67,-309.17,335.28,14.24,-16.99,170.46,101.08
-58,TRIDENT,91,42.82,4.09,33.05,33.68,0.72,-0.04,0.65,0.97,3.94,-9.21,-1.33,-113.05,63.87,-307.67,333.95,14.44,-17.86,170.12,101.08
-57,TRIDENT,92,43.28,4.09,33.05,33.68,0.76,-0.05,0.64,1.00,3.15,6.34,-5.25,-112.30,65.52,-308.72,334.99,14.59,-18.67,170.14,101.08
-67,TRIDENT,93,43.74,4.09,33.05,33.69,0.75,-0.05,0.64,0.99,4.32,10.96,1.91,-112.45,64.47,-310.37,336.35,14.67,-18.25,170.32,101.08
-68,TRIDENT,94,44.19,4.09,33.08,33.70,0.76,-0.04,0.65,0.99,3.22,1.60,-1.04,-113.20,64.92,-308.42,334.90,14.68,-18.69,170.34,101.08
-59,TRIDENT,95,44.65,4.09,33.08,33.70,0.76,-0.05,0.65,1.00,5.57,13.85,1.62,-112.45,65.07,-307.37,333.71,14.57,-18.89,170.31,101.08
-59,TRIDENT,96,45.11,4.09,33.08,33.73,0.76,-0.05,0.64,1.00,0.02,-0.95,6.85,-112.75,65.07,-307.97,334.36,14.51,-18.86,170.54,101.08
-62,TRIDENT,97,45.57,4.09,33.08,33.72,0.77,-0.04,0.65,1.00,-2.67,-1.69,3.53,-112.60,65.22,-307.82,334.20,14.37,-18.56,170.66,101.08
-61,TRIDENT,98,46.03,4.09,33.10,33.74,0.74,-0.05,0.65,0.99,-1.79,-15.04,-0.87,-112.75,64.17,-307.97,334.19,14.36,-18.41,170.82,101.09
-70,TRIDENT,99,46.49,4.09,33.08,33.76,0.78,-0.04,0.65,1.01,-3.76,6.81,-0.87,-111.55,64.17,-307.37,333.23,14.16,-17.83,170.99,101.08
-64,TRIDENT,100,46.94,4.09,33.10,33.76,0.78,-0.05,0.64,1.01,1.63,-3.05,-0.38,-112.60,64.02,-307.22,333.42,14.22,-17.77,170.93,101.08
-58,TRIDENT,101,47.40,4.09,33.10,33.77,0.79,-0.05,0.63,1.01,-2.76,-3.91,-3.44,-112.60,65.22,-307.22,333.65,14.48,-17.85,170.76,101.09
-61,TRIDENT,102,47.86,4.09,33.10,33.78,0.76,-0.04,0.65,1.00,3.51,-11.54,0.56,-112.90,65.52,-307.82,334.36,14.67,-17.81,170.79,101.08
-73,TRIDENT,103,48.32,4.09,33.10,33.78,0.77,-0.04,0.65,1.01,2.79,12.98,1.42,-112.90,66.12,-308.42,335.03,14.87,-17.84,170.60,101.08
-72,TRIDENT,104,48.78,4.09,33.13,33.80,0.79,-0.04,0.64,1.02,5.92,7.76,-0.96,-111.25,63.87,-308.57,334.18,14.88,-17.93,170.20,101.08
-66,TRIDENT,105,49.24,4.09,33.10,33.81,0.77,-0.04,0.65,1.01,4.67,13.10,-4.11,-112.15,65.37,-308.27,334.49,15.09,-17.76,169.86,101.08
-61,TRIDENT,106,49.69,4.09,33.13,33.82,0.77,-0.04,0.65,1.01,6.64,-5.66,0.66,-112.90,64.62,-307.82,334.18,15.09,-17.74,169.58,101.09
-74,TRIDENT,107,50.15,4.09,33.13,33.82,0.75,-0.05,0.64,0.99,-0.35,-35.04,-9.16,-112.45,65.07,-308.57,334.81,15.12,-17.83,169.28,101.08
-68,TRIDENT,108,50.61,4.09,33.13,33.82,0.78,-0.05,0.63,1.01,4.58,7.77,-0.49,-110.95,65.07,-309.17,334.86,15.47,-18.66,168.60,101.08
